,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg)_x,"Tocotrienol, alpha (mg)_x",Alanine (g)_x,Menaquinone-4 (µg)_y,"Tocotrienol, alpha (mg)_y",Alanine (g)_y,Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g)_x,"Folate, DFE (µg)_x",20:3 undifferentiated (g)_x,14:1 (g)_y,"Folate, DFE (µg)_y",20:3 undifferentiated (g)_y,Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ)_x,"Fatty acids, total trans-monoenoic (g)_x",14:0 (g)_x,Energy (kJ)_y,"Fatty acids, total trans-monoenoic (g)_y",14:0 (g)_y,"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
34,"""15190""","Fish, burbot, cooked, dry heat",90.0,1.0 fillet,0.188,0.343,,,,,,,,,,,2.047,,,,,,,,,,,,0.0,,,,,,,,,4,,,,,,1.776,0.23,,0.042,,,,,,,,,0.976,,,433,,0.007,433,,0.007,,,,,,,,,,0.155,0.081,0.83,0.153,,4,,,,1.34,,0.004,,,,,,,,,,0.011,466.0,,0.787,0.94,0.030,,,,15.0,104.0,,0.249,,69.0,0.752,,14.6,0,0.807,1,1.027,0.139,230.0,,,,,,,0.0,,,,,,,,,1.333,,,,,,0.113,0.656,,,,,,,,,,,,
35,"""15006""","Fish, burbot, raw",116.0,1.0 fillet,0.189,0.345,,,,,,,,,,,2.058,,,,,,,,,,,,0.0,,,,,,,,,6,,,,,,1.879,0.232,,0.043,,,,,,,,,0.983,,,437,,0.007,437,,0.007,,,,,,,,,,0.164,0.081,0.93,0.154,,6,,,,1.35,,0.003,,,,,,,,,,0.01,469.0,,0.792,0.94,0.030,,,,17.0,104.0,,0.251,,70.0,0.756,,14.6,0,0.812,1,1.032,0.139,232.0,,,,,,,0.0,,,,,,,,,1.341,,,,,,0.114,0.660,,,,,,,,,,,,
36,"""15007""","Fish, butterfish, raw",32.0,1.0 fillet,1.082,0.189,,,,,,,,,,,0.508,,,,,,,,,,,,0.0,,,,,,,,,10,,,,,,1.44,0.017,,,,,,,,,,,0.243,,,196,,,196,,,,,,,,,,,,0.048,,0.61,1.082,,10,,,,0.38,,,,,,,,,,,,,,,0.196,2.57,,,,,32.0,47.0,,0.062,,21.0,0.187,,11.7,0,0.005,5,0.255,,77.0,,,,,,,0.0,,,,,,,,,0.331,,,,,,,,,,,,,,,,,,,
37,"""15009""","Fish, carp, cooked, dry heat",85.0,3.0 oz,1.18,1.56,,,,,,,,,,,1.785,,,,,,,,,,,,0.0,,,,,,,,,8,,,,,,1.785,0.062,,0.201,0.294,,,,,,,,0.852,,,576,,0.124,576,,0.124,,,,,,,,,,0.06,0.259,1.25,2.537,,8,,,,1.59,,0.438,,,,,,,,,,0.564,363.0,,0.687,6.09,0.714,,,,27.0,138.0,,0.218,,71.0,0.656,,13.8,0,0.043,14,0.896,0.716,451.0,,,,,,,0.0,,,,,,,,,1.163,,,,,,1.253,0.572,,,,,,,,,,,,
38,"""15008""","Fish, carp, raw",85.0,3.0 oz,0.921,1.216,,0.0,0.098,1.232,0.000,,13,,,,1.392,,,,,,,,,,,,,,0,,,,,,,8,,0,,,,1.394,0.048,,0.157,0.230,,,,,,,,0.665,,,451,,0.097,451,,0.097,,,,,,,,,,0.047,0.202,1.3,1.979,0.1,8,0.0,0.161,,1.24,,0.342,21.0,,,,,,,,,0.439,283.0,,0.536,4.76,0.557,,,,26.0,108.0,,0.17,,56.0,0.512,,10.7,0,0.036,13,0.699,0.558,353.0,0.0,55.2,0.619,0.0,55.2,0.619,0.0,,,0.0,840,,,,,0.907,,0.000,21.0,0.781,25.0,0.977,0.446,,,,,0.0,,1.4,,,,,
39,"""15011""","Fish, catfish, channel, cooked, breaded and fried",87.0,1.0 fillet,2.861,2.893,,,,,,,,,,,1.389,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,1.985,0.088,,1.017,0.155,,,,,,,,0.687,,,832,,0.079,832,,0.079,,,,,,,,,,0.116,0.104,1.65,4.882,,7,,,,1.1,,0.002,,,,,,,,,,2.276,296.0,,0.597,11.6,0.149,,,,24.0,199.0,,0.174,,62.0,0.541,,12.1,12,0.035,26,0.727,1.747,188.0,,,,,,,6.99,,,,,,,,,0.937,,,,,,4.652,0.461,,,,,,,,,,,,
40,"""15235""","Fish, catfish, channel, farmed, cooked, dry heat",143.0,1.0 fillet,2.268,1.936,0.00,0.0,0.034,1.996,0.000,0.011,17,,,,2.398,,,0.0,,0.126,0.004,3.747,2.574,0.043,,0.07,,,0,1.0,0.07,1.489,1.0,0.07,1.489,1,,0,,,,3.644,0.056,0.014,0.49,0.124,0.00,0.001,17,0.104,0.001,17,0.104,1.191,,0.00,859,,0.096,859,,0.096,,,,0.39,1.331,13.0,,,,0.143,0.029,3.98,4.454,3.6,1,0.004,0.253,0.006,1.83,0.00,0.006,0.4,0.004,,,,,,0.026,0.0,1.386,523.0,,0.981,10.28,0.236,,,,3.0,206.0,0.004,0.315,0.00,94.0,0.875,0.014,14.2,0,0.026,17,1.173,1.626,353.0,0.0,112.5,0.998,0.0,112.5,0.998,0.0,,,0.0,14,,,,,1.646,,0.000,0.4,1.278,33.0,4.033,0.578,0.0,,,,0.0,,,0.03,0.771,0.000,0.0,
41,"""15234""","Fish, catfish, channel, farmed, raw",85.0,3.0 oz,1.114,0.951,0.00,0.0,0.017,0.980,0.000,0.006,8,0.046,0.69,0.516,1.178,0.003,,0.0,0.019,0.062,0.003,1.839,1.264,0.021,,0.035,,0.003,0,0.5,0.03,0.731,0.5,0.03,0.731,,,0,,,,1.789,0.027,0.008,0.241,0.061,0.00,0.001,8,0.051,0.001,8,0.051,0.585,0.015,0.00,422,0.024,0.048,422,0.024,0.048,0.020,67.2,0,0.19,0.654,7.0,,0,0.005,0.071,0.014,2.45,2.187,1.8,0,0.002,0.131,0.003,0.89,0.00,0.003,0.2,0.003,,0.111,83.0,0.000,,0.013,0.0,0.68,257.0,,0.481,5.05,0.116,0.02,,,1.0,101.0,0.003,0.155,0.00,47.0,0.43,0.007,7.0,0,0.013,8,0.576,0.798,173.0,0.0,55.2,0.490,0.0,55.2,0.490,0.0,,,0.0,8,1.962,0.642,,0.570,0.808,,0.000,0.2,0.627,16.0,1.981,0.284,0.0,0.048,0.037,0.044,0.0,,,0.02,0.378,0.000,0.0,0.018
42,"""15233""","Fish, catfish, channel, wild, cooked, dry heat",143.0,1.0 fillet,1.064,0.909,,,,,,,,,,,2.427,,,,,,,,,,,,0.0,,,,,,,,,21,,,,,,3.411,0.056,,0.166,0.137,,,,,,,,1.158,,,628,,0.117,628,,0.117,,,,,,,,,,0.096,0.143,4.15,1.572,,21,,,,1.64,,,,,,,,,,,,0.203,599.0,,0.934,4.08,0.360,,,,72.0,150.0,,0.296,,103.0,0.892,,20.4,0,0.039,14,1.217,0.691,435.0,,,,,,,0.0,,,,,,,,,1.582,,,,,,1.104,0.778,,,,,,,,,,,,
43,"""15010""","Fish, catfish, channel, wild, raw",85.0,3.0 oz,0.614,0.735,,,,,0.000,,8,,,,1.278,,,,,,,,,,,,0.0,,,,,,,,,13,,,,,,1.621,0.029,,0.128,0.060,,,,,,,,0.61,,,337,,0.054,337,,0.054,,,,,,,,,,0.061,0.111,1.9,0.717,,13,0.0,0.099,,0.82,,0.007,,,,,,,,,,0.086,304.0,,0.492,2.4,0.150,,,,42.0,81.0,,0.156,,49.0,0.47,,10.7,0,0.021,8,0.642,0.376,178.0,,,,,,,0.0,,,,,,,,,0.833,,0.000,10.6,0.717,20.0,0.505,0.410,,,,,,,,,,,,
44,"""15012""","Fish, caviar, black and red, granular",16.0,1.0 tbsp,0.65,1.185,,0.0,0.03,0.341,0.000,,8,,,,0.293,,,,,,,,,,,,0.0,,104,,,,,,,43,,0,,,,0.019,0.018,,0.047,0.003,,,,,,,,0.202,,,177,,0.034,177,,0.034,,,,,,,,,,0.099,0.439,3.2,0.741,0.1,43,0.0,0.051,,1.04,,0.018,0.5,,,,,,,,,0.013,29.0,,0.192,2.86,0.167,,,,145.0,42.0,,0.052,,94.0,0.155,,10.5,0,0.008,8,0.166,0.569,57.0,0.0,78.5,0.304,0.0,78.5,0.304,0.64,,,0.0,19,,,,,0.254,,0.000,0.5,0.202,48.0,0.506,0.104,,,,,0.0,,,,,,,
45,"""15013""","Fish, cisco, raw",79.0,1.0 fillet,0.333,0.484,,,,,0.000,,12,,,,1.378,,,,,,,,,,,,0.0,,,,,,,,,24,,,,,,1.983,0.057,,0.038,0.043,,,,,,,,0.657,,,324,,0.070,324,,0.070,,,,,,,,,,0.079,0.075,0.79,0.371,,24,0.0,0.237,,0.95,,0.036,,,,,,,,,,0.055,280.0,,0.53,1.51,0.090,,,,79.0,77.0,,0.168,,40.0,0.506,,10.0,0,0.053,12,0.691,0.225,120.0,,,,,,,0.0,,,,,,,,,0.897,,0.000,,,,0.230,0.442,,,,,,,,,,,,
46,"""15014""","Fish, cisco, smoked",28.35,1.0 oz,0.494,0.645,,0.0,0.013,0.377,0.000,,1,,,,0.426,,,,,,,,,,,,,,0,,,,,,,80,,0,,,,0.655,0.061,,0.056,0.000,,,,,,,,0.203,,,210,,0.185,210,,0.185,,,,,,,,,,0.045,0.181,1.21,1.555,0.0,80,0.0,0.076,,0.57,,0.000,3.8,,,,,,,,,0.12,83.0,,0.164,3.37,0.756,,,,267.0,50.0,,0.052,,9.0,0.156,,5.1,0,0.006,1,0.214,0.252,43.0,0.0,26.9,0.189,0.0,26.9,0.189,0.0,,,0.0,150,,,,,0.278,,0.000,3.8,0.239,5.0,0.695,0.137,,,,,0.0,,,,,,,
47,"""15017""","Fish, cod, Atlantic, canned, solids and liquid",85.0,3.0 oz,0.142,0.247,,0.0,0.074,1.573,0.000,,7,,,,1.777,,,,,,,,,,,,,,0,,,,,,,12,,0,,,,2.129,0.031,,0.032,0.001,,,,,,,,0.848,,,373,,0.010,373,,0.010,,,,,,,,,,0.067,0.003,0.89,0.105,0.1,12,0.0,0.240,,1.27,,0.003,1.0,,,,,,,,,0.005,449.0,,0.684,0.73,0.017,,,,40.0,89.0,,0.217,,47.0,0.653,,32.4,0,0.017,7,0.892,0.099,221.0,0.0,72.2,0.790,0.0,72.2,0.790,0.0,,,0.0,40,,,,,1.158,,0.000,1.0,0.997,35.0,0.066,0.570,,,,,0.0,,0.8,,,,,
48,"""15016""","Fish, cod, Atlantic, cooked, dry heat",85.0,3.0 oz,0.143,0.248,,0.0,0.075,1.578,0.000,,7,,,,1.782,,,,,,,,,,,,,,0,,,,,,,12,,0,,,,2.136,0.031,,0.032,0.001,,,,,,,,0.851,,,374,,0.010,374,,0.010,,,,,,,,,,0.067,0.003,0.89,0.105,0.1,12,0.0,0.241,,1.27,,0.003,1.0,,,,,,,,,0.005,207.0,8.2,0.686,0.73,0.018,,,,40.0,89.0,,0.218,,47.0,0.655,,32.0,0,0.017,7,0.894,0.099,117.0,0.0,71.1,0.792,0.0,71.1,0.792,0.0,,,0.0,39,,,,,1.161,,0.000,1.0,1.000,36.0,0.066,0.571,,,,,0.0,,0.8,,,,,
49,"""15018""","Fish, cod, Atlantic, dried and salted",28.35,1.0 oz,0.131,0.228,,0.0,0.076,1.448,0.000,,7,,,,1.636,,,,,,,,,,,,,,0,,,,,,,12,,0,,,,2.126,0.05,,0.03,0.001,,,,,,,,0.781,,,344,,0.009,344,,0.009,,,,,,,,,,0.068,0.003,2.83,0.097,0.1,12,0.0,0.245,,5.29,,0.003,1.1,,,,,,,,,0.005,413.0,,0.63,0.67,0.016,,,,40.0,82.0,,0.2,,43.0,0.601,,41.9,0,0.014,7,0.821,0.091,269.0,0.0,82.6,0.727,0.0,82.6,0.727,0.0,,,0.0,46,,,,,1.066,,0.000,1.1,0.917,38.0,0.061,0.524,,,,,0.0,,1.0,,,,,
50,"""15015""","Fish, cod, Atlantic, raw",85.0,3.0 oz,0.111,0.196,,0.0,0.065,1.230,0.000,,6,,,,1.39,,,0.0,,0.013,,,,,,,,,0,,,,,,,10,,0,,,,1.754,0.024,,0.025,0.001,,,,,,,,0.664,,,292,,0.008,292,,0.008,,,,0.0,0.727,14.0,,,,0.055,0.054,0.77,0.08,0.1,10,0.0,0.208,,0.99,0.00,0.003,0.8,,,,,,,,,0.004,351.0,,0.535,0.57,0.014,,,,34.0,70.0,,0.169,,37.0,0.511,,28.1,0,0.013,6,0.698,0.077,173.0,0.0,55.4,0.617,0.0,55.4,0.617,0.0,,,0.0,31,,,,,0.906,,0.000,0.8,0.779,27.0,0.052,0.445,,,,,0.0,,0.8,0.0,0.448,,,
51,"""15269""","Fish, cod, Pacific, cooked",85.0,3.0 oz,0.041,0.092,,,,,0.000,,,0.0,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0.009,0.000,,0.000,,0.001,0.000,,0.001,,,,298,,0.001,298,,0.001,0.000,66.61,,,,,,,0.0,,,,0.047,,,0.0,,,1.13,,0.000,,,,0.002,114.0,0.000,,,,0.008,316.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.008,,,,,,,,,0.020,,,,0.004,0.001,,,,,,,,
52,"""15192""","Fish, cod, Pacific, cooked, dry heat (may contain additives to retain moisture)",90.0,1.0 fillet,0.094,0.181,0.00,0.0,0.034,1.337,0.000,0.001,7,,,,1.544,,,0.0,,0.006,0.002,2.536,1.683,0.015,,0.001,,,0,0.0,,0.968,0.0,,0.968,2,,0,,,,1.209,0.022,0.001,0.023,0.001,0.00,0.001,7,0.002,0.001,7,0.002,0.726,,0.00,319,,0.004,319,,0.004,,,,0.0,0.784,9.0,,,,0.05,0.038,2.08,0.08,0.0,2,0.002,0.122,0.000,1.62,0.00,0.001,0.5,0.000,,,,,,0.005,0.0,0.019,260.0,,0.565,0.45,0.005,,,,6.0,76.0,0.005,0.208,0.00,51.0,0.611,0.000,25.2,0,0.013,7,0.75,0.063,310.0,0.0,71.7,0.715,0.0,71.7,0.715,0.0,,,0.0,22,,,,,1.084,,0.000,0.5,0.807,22.0,0.046,0.357,0.0,,,,0.0,,,0.0,0.461,,0.0,
53,"""15019""","Fish, cod, Pacific, raw (may have been previously frozen)",116.0,1.0 fillet,0.099,0.19,0.00,0.0,0.038,1.405,0.000,0.001,8,0.001,0.63,0.690,1.623,0.001,,0.0,0.002,0.006,0.002,2.665,1.769,0.016,,0.001,,,0,0.0,,1.017,0.0,,1.017,2,,0,,,,1.27,0.022,0.001,0.024,0.001,0.00,0.001,8,0.002,0.001,8,0.002,0.763,,0.00,334,,0.003,334,,0.003,0.002,97.38,0,0.0,0.824,9.0,,0,0.001,0.052,0.039,2.3,0.085,0.0,2,0.001,0.136,0.000,1.69,0.00,0.001,0.6,0.000,,0.005,351.0,0.000,,0.005,0.0,0.02,273.0,,0.594,0.48,0.005,0.002,,,7.0,80.0,0.005,0.218,0.00,55.0,0.641,0.000,26.6,0,0.014,8,0.788,0.066,326.0,0.0,75.4,0.751,0.0,75.4,0.751,0.0,,,0.0,23,0.045,0.017,,0.341,1.139,,0.000,0.6,0.848,23.0,0.049,0.376,0.0,0.001,0.009,0.006,0.0,,,0.0,0.485,,0.0,
54,"""15021""","Fish, croaker, Atlantic, cooked, breaded and fried",87.0,1.0 fillet,3.024,2.538,,,,,,,,,,,1.367,,,,,,,,,,,,0.3,,,,,,,,,20,,,,,,3.741,0.057,,1.038,0.137,,,,,,,,0.686,,,805,,0.077,805,,0.077,,,,,,,,,,0.113,0.098,1.83,4.628,,20,,,,1.19,,,,,,,,,,,,2.067,296.0,,0.66,11.02,0.386,,,,65.0,192.0,,0.181,,73.0,0.54,,33.8,14,0.070,30,0.737,1.909,189.0,,,,,,,6.56,,,,,,,,,0.923,,,,,,4.166,0.457,,,,,,,,,,,,
55,"""15020""","Fish, croaker, Atlantic, raw",79.0,1.0 fillet,0.86,0.367,,0.0,0.059,1.142,0.000,,12,,,,1.29,,,,,,,,,,,,,,0,,,,,,,9,,0,,,,3.318,0.033,,0.16,0.007,,,,,,,,0.616,,,344,,0.039,344,,0.039,,,,,,,,,,0.075,0.097,1.98,0.908,0.1,9,0.0,0.237,,0.88,,0.000,0.6,,,,,,,,,0.036,273.0,,0.497,2.5,0.367,,,,32.0,82.0,,0.157,,48.0,0.474,,28.8,0,0.020,12,0.647,0.660,166.0,0.0,52.9,0.573,0.0,52.9,0.573,0.0,,,0.0,21,,,,,0.841,,0.000,0.6,0.724,32.0,0.468,0.413,,,,,0.0,,,,,,,
56,"""15022""","Fish, cusk, raw",122.0,1.0 fillet,0.159,0.342,,,,,,,,,,,2.128,,,,,,,,,,,,0.0,,,,,,,,,22,,,,,,3.277,0.022,,,,,,,,,,,1.016,,,444,,,444,,,,,,,,,,,,0.162,,1.27,0.11,,22,,,,1.52,,,,,,,,,,,,,,,0.82,0.84,,,,,73.0,106.0,,0.26,,50.0,0.782,,44.5,0,0.018,2,1.067,,249.0,,,,,,,0.0,,,,,,,,,1.387,,,,,,,,,,,,,,,,,,,
57,"""15195""","Fish, drum, freshwater, cooked, dry heat",85.0,3.0 oz,1.219,1.257,,,,,,,,,,,1.755,,,,,,,,,,,,0.0,,,,,,,,,50,,,,,,2.433,0.252,,0.155,0.124,,,,,,,,0.838,,,544,,0.115,544,,0.115,,,,,,,,,,0.176,0.251,1.96,2.386,,50,,,,1.17,,0.130,,,,,,,,,,0.169,300.0,,0.676,5.37,0.862,,,,167.0,130.0,,0.214,,70.0,0.645,,13.8,0,0.762,14,0.881,0.950,196.0,,,,,,,0.0,,,,,,,,,1.144,,,,,,1.306,0.563,,,,,,,,,,,,
58,"""15024""","Fish, drum, freshwater, raw",85.0,3.0 oz,0.951,0.981,,,,,,,,,,,1.369,,,,,,,,,,,,0.0,,,,,,,,,43,,,,,,1.998,0.197,,0.121,0.097,,,,,,,,0.654,,,423,,0.089,423,,0.089,,,,,,,,,,0.145,0.196,1.7,1.862,,43,,,,0.92,,0.101,,,,,,,,,,0.132,234.0,,0.527,4.19,0.672,,,,144.0,101.0,,0.167,,54.0,0.503,,10.7,0,0.595,13,0.687,0.741,153.0,,,,,,,0.0,,,,,,,,,0.892,,,,,,1.019,0.439,,,,,,,,,,,,
59,"""15026""","Fish, eel, mixed species, cooked, dry heat",28.35,"1.0 oz, boneless",0.857,0.344,,,,,0.000,,5,,,,0.615,,,,,,,,,,,,0.0,,,,,,,,,322,,,,,,1.272,0.008,,0.069,0.157,,,,,,,,0.294,,,280,,0.210,280,,0.210,,,,,,,,,,0.014,0.031,0.82,2.613,,322,0.0,0.022,,0.51,,0.000,,,,,,,,,,0.071,99.0,,0.237,4.24,0.456,,,,1074.0,67.0,,0.075,,46.0,0.226,,2.4,0,0.011,5,0.309,0.576,79.0,,,,,,,0.0,,,,,,,,,0.401,,0.000,,,,1.008,0.197,,,,,,,,,,,,
60,"""15025""","Fish, eel, mixed species, raw",85.0,3.0 oz,2.004,0.805,,0.0,0.128,1.274,0.000,,13,,,,1.44,,,,,,,,,,,,,,0,,,,,,,887,,0,,,,2.975,0.02,,0.162,0.367,,,,,,,,0.688,,,654,,0.493,654,,0.493,,,,,,,,,,0.034,0.071,2.55,6.111,0.0,887,0.0,0.057,,1.2,,0.000,19.8,,,,,,,,,0.167,231.0,,0.554,9.91,1.067,,,,2955.0,156.0,,0.176,,107.0,0.53,,5.5,0,0.030,13,0.723,1.347,184.0,0.0,55.2,0.640,0.0,55.2,0.640,0.0,,,0.0,792,,,,,0.938,,0.000,19.8,0.807,17.0,2.356,0.462,,,,,0.0,,1.5,,,,,
61,"""15027""","Fish, fish sticks, frozen, prepared",57.0,"1.0 piece (4"" x 2"" x 1/2"")",2.128,4.46,0.06,0.94,0.07,0.486,0.000,,14,0.135,3.92,0.268,0.453,0.001,,0.0,0.007,0.028,0.0,1.321,0.465,0.005,,0.002,0.9,0.001,24,0.0,0.02,0.311,0.0,0.02,0.311,2,,0,0.001,6.28,0.0,0.876,0.034,0.008,0.233,0.141,0.17,,,,,,,0.212,0.006,0.33,661,0.008,0.066,661,0.008,0.066,0.063,28.21,1,3.09,0.27,9.0,0.000,2,0.003,0.066,0.029,0.55,1.82,2.7,2,0.002,0.044,0.014,0.92,0.36,0.001,0.0,0.009,,0.046,229.0,0.002,,0.002,0.0,4.229,105.0,10.5,0.446,9.25,0.046,0.062,,0.32,10.0,158.0,0.001,0.07,11.66,16.0,0.163,0.025,8.9,0,0.104,14,0.245,1.758,109.0,0.0,24.4,0.279,0.0,24.4,0.279,12.35,0.001,,0.0,1,1.732,4.155,,0.155,0.337,0.0,0.004,0.0,0.285,14.0,1.740,0.131,0.0,0.000,0.004,0.071,0.0,,,0.02,0.169,0.003,0.07,0.014
62,"""15029""","Fish, flatfish (flounder and sole species), cooked, dry heat",127.0,1.0 fillet,0.688,0.583,0.00,0.0,0.033,1.695,0.000,0.003,8,,,,1.982,,,0.0,,0.093,0.0,3.320,2.156,0.042,,0.008,,,0,0.4,0.00,1.204,0.4,0.00,1.204,15,,0,,,,1.623,0.029,0.005,0.083,0.027,0.00,0.000,8,0.011,0.000,8,0.011,0.913,,0.00,460,,0.135,460,,0.135,,,,0.01,0.998,32.0,,,,0.032,0.213,1.66,0.834,0.1,15,0.01,0.146,0.000,1.89,0.41,0.001,4.4,0.001,,,,,,0.043,0.0,0.07,250.0,,0.761,3.01,0.141,,,,47.0,109.0,0.000,0.25,0.00,71.0,0.747,0.001,41.4,0,0.022,8,0.958,0.439,392.0,0.0,101.5,0.904,0.0,101.5,0.904,0.0,,,0.0,177,,,,,1.396,,0.005,4.4,1.016,28.0,0.558,0.475,0.0,,,,0.0,,,0.0,0.711,,0.0,
63,"""15028""","Fish, flatfish (flounder and sole species), raw",28.35,"1.0 oz, boneless",0.125,0.106,0.00,0.0,0.006,0.308,0.000,0.000,1,0.005,0.18,0.144,0.36,0.000,,0.0,0.002,0.017,0.0,0.603,0.392,0.008,,0.001,,0.001,0,0.1,0.00,0.219,0.1,0.00,0.219,3,,0,,,,0.295,0.005,0.001,0.015,0.005,0.00,0.000,1,0.002,0.000,1,0.002,0.166,0.000,0.00,83,0.003,0.025,83,0.003,0.025,0.000,23.99,0,0.0,0.181,6.0,0.001,0,0.002,0.006,0.039,0.32,0.152,0.0,3,0.002,0.028,0.000,0.35,0.07,0.000,0.8,0.000,,0.025,84.0,0.000,,0.008,0.0,0.013,45.0,,0.138,0.55,0.026,0.0,,0.00,9.0,20.0,0.000,0.046,0.00,13.0,0.136,0.000,7.5,0,0.004,1,0.174,0.080,71.0,0.0,18.4,0.164,0.0,18.4,0.164,0.0,0.000,,0.0,32,0.099,0.012,,0.052,0.254,,0.001,0.8,0.185,5.0,0.101,0.086,0.0,0.001,0.004,0.003,0.0,,,0.0,0.129,,0.0,
64,"""15030""","Fish, gefiltefish, commercial, sweet recipe",42.0,1.0 piece,0.173,0.12,,,,,,,,,,,0.354,,,,,,,,,,,,0.0,,,,,,,,,11,,,,,,0.42,0.082,,0.024,,,,,,,,,0.205,,,147,,0.024,147,,0.024,,,,,,,,,,0.025,0.032,0.35,0.346,,11,,,,0.6,,0.021,,,,,,,,,,0.049,38.0,,0.143,0.73,0.108,,,,37.0,35.0,,0.036,,13.0,0.16,,4.4,0,0.031,1,0.204,0.126,31.0,,,,,,,3.11,,,,,,,,,0.25,,,,,,0.171,0.110,,,,,,,,,,,,
65,"""15032""","Fish, grouper, mixed species, cooked, dry heat",85.0,3.0 oz,0.254,0.343,,,,,,,,,,,1.94,,,,,,,,,,,,0.0,,,,,,,,,42,,,,,,0.324,0.038,,0.05,,,,,,,,,0.926,,,420,,0.021,420,,0.021,,,,,,,,,,0.005,0.030,0.59,0.228,,42,,,,1.2,,,,,,,,,,,,0.015,404.0,,0.746,1.1,0.022,,,,140.0,100.0,,0.236,,40.0,0.713,,39.8,0,0.010,8,0.973,0.119,122.0,,,,,,,0.0,,,,,,,,,1.264,,,,,,0.073,0.621,,,,,,,,,,,,
66,"""15031""","Fish, grouper, mixed species, raw",85.0,3.0 oz,0.198,0.273,,,,,0.000,,8,,,,1.512,,,,,,,,,,,,0.0,,,,,,,,,37,,,,,,0.266,0.017,,0.042,0.009,,,,,,,,0.722,,,327,,0.010,327,,0.010,,,,,,,,,,0.004,0.023,0.51,0.172,,37,0.0,0.255,,0.99,,0.006,,,,,,,,,,0.01,411.0,,0.582,0.87,0.023,,,,122.0,78.0,,0.184,,31.0,0.556,,31.0,0,0.012,8,0.759,0.144,138.0,,,,,,,0.0,,,,,,,,,0.985,,0.000,,,,0.123,0.484,,,,,,,,,,,,
